Mag,Hora Local,Latitud,Longitud,Prof,Region,Status,Ciudad mas cercana,Hora UTC,Last Update
,,,,(km),,,,,
3.7,16/07/2016 7:58,0.38ø N,80.43ø W,2,Near Coast of Ecuador,M,"52.40km Muisne,Esmeraldas",16/07/2016 12:58,16/07/2016 13:04
3.6,15/07/2016 15:50,0.62ø N,79.88ø W,9,Near Coast of Ecuador,M,"15.80km Muisne,Esmeraldas",15/07/2016 20:50,15/07/2016 20:57
4.6,15/07/2016 7:33,1.02ø S,82.38ø W,10,Off Coast of Ecuador,M,"184.56km Puerto Lopez,Manabi",15/07/2016 12:33,16/07/2016 0:06
4.5,15/07/2016 6:17,0.34ø N,80.25ø W,10,Near Coast of Ecuador,M,"37.22km Pedernales,Manabi",15/07/2016 11:17,15/07/2016 11:28
4.5,15/07/2016 2:32,0.64ø S,81.19ø W,10,Off Coast of Ecuador,M,"64.90km Manta,Manabi",15/07/2016 7:32,15/07/2016 7:39
4,14/07/2016 13:11,0.97ø S,80.62ø W,4,Near Coast of Ecuador,M,"2.48km Jaramijo,Manabi",14/07/2016 18:11,14/07/2016 18:16
4.7,14/07/2016 11:37,1.23ø N,80.04ø W,10,Off Coast of Ecuador,M,"45.57km Atacames,Esmeraldas",14/07/2016 16:37,14/07/2016 16:48
3.6,14/07/2016 3:43,0.56ø S,81.27ø W,10,Off Coast of Ecuador,M,"77.43km Manta,Manabi",14/07/2016 8:43,14/07/2016 8:53
4.2,14/07/2016 3:40,0.65ø S,80.95ø W,10,Near Coast of Ecuador,M,"44.25km Manta,Manabi",14/07/2016 8:40,14/07/2016 8:57
3.8,13/07/2016 12:54,0.94ø N,79.55ø W,5,Near Coast of Ecuador,M,"12.16km Esmeraldas,Esmeraldas",13/07/2016 17:54,13/07/2016 18:00
3.3,13/07/2016 7:07,0.92ø N,79.52ø W,5,Near Coast of Ecuador,M,"15.37km Esmeraldas,Esmeraldas",13/07/2016 12:07,13/07/2016 12:30
3.5,13/07/2016 0:32,0.95ø N,79.59ø W,10,Near Coast of Ecuador,M,"7.29km Esmeraldas,Esmeraldas",13/07/2016 5:32,13/07/2016 5:38
3.4,12/07/2016 14:04,0.92ø N,79.53ø W,5,Near Coast of Ecuador,M,"14.63km Esmeraldas,Esmeraldas",12/07/2016 19:04,12/07/2016 19:11
3.7,12/07/2016 13:54,0.97ø N,79.53ø W,2,Near Coast of Ecuador,M,"13.73km Esmeraldas,Esmeraldas",12/07/2016 18:54,12/07/2016 18:59
4,12/07/2016 13:35,0.97ø N,79.55ø W,5,Near Coast of Ecuador,M,"11.64km Esmeraldas,Esmeraldas",12/07/2016 18:35,12/07/2016 18:46
4.4,12/07/2016 13:32,0.95ø N,79.53ø W,2,Near Coast of Ecuador,M,"13.83km Esmeraldas,Esmeraldas",12/07/2016 18:32,12/07/2016 18:44
4.3,11/07/2016 2:40,0.70ø N,79.70ø W,6,Near Coast of Ecuador,M,"24.95km Atacames,Esmeraldas",11/07/2016 7:40,11/07/2016 7:50
3.3,10/07/2016 21:57,0.62ø N,79.89ø W,6,Near Coast of Ecuador,M,"14.32km Muisne,Esmeraldas",11/07/2016 2:57,11/07/2016 3:03
3.2,10/07/2016 21:42,0.60ø N,79.79ø W,18,Near Coast of Ecuador,M,"26.18km Muisne,Esmeraldas",11/07/2016 2:42,11/07/2016 4:39
6.2,10/07/2016 21:11,0.59ø N,79.77ø W,10,Near Coast of Ecuador,M,"28.07km Muisne,Esmeraldas",11/07/2016 2:11,11/07/2016 3:40
5.9,10/07/2016 21:01,0.60ø N,79.88ø W,8,Near Coast of Ecuador,M,"15.22km Muisne,Esmeraldas",11/07/2016 2:01,11/07/2016 2:25
3.5,10/07/2016 12:08,0.19ø N,79.99ø W,12,Near Coast of Ecuador,M,"14.86km Pedernales,Manabi",10/07/2016 17:08,10/07/2016 17:17
4.7,10/07/2016 1:44,0.18ø S,81.06ø W,10,Off Coast of Ecuador,M,"85.32km Bahia de Caraquez,Manabi",10/07/2016 6:44,10/07/2016 6:56
3.6,09/07/2016 2:04,0.27ø S,81.06ø W,10,Off Coast of Ecuador,M,"80.84km Bahia de Caraquez,Manabi",09/07/2016 7:04,09/07/2016 7:14
3.9,08/07/2016 12:19,2.34ø S,77.55ø W,156,Ecuador - Morona Santiago,M,"63.26km Macas,Morona Stgo",08/07/2016 17:19,08/07/2016 17:28
3.9,08/07/2016 9:28,1.50ø S,81.10ø W,10,Off Coast of Ecuador,M,"33.58km Puerto Lopez,Manabi",08/07/2016 14:28,08/07/2016 14:48
4.3,08/07/2016 2:35,0.37ø S,81.08ø W,10,Off Coast of Ecuador,M,"78.15km Bahia de Caraquez,Manabi",08/07/2016 7:35,08/07/2016 7:48
4.6,08/07/2016 2:03,0.37ø S,81.09ø W,9,Off Coast of Ecuador,M,"78.85km Bahia de Caraquez,Manabi",08/07/2016 7:03,08/07/2016 7:17
4.4,07/07/2016 23:41,0.35ø S,81.32ø W,14,Off Coast of Ecuador,M,"96.38km Manta,Manabi",08/07/2016 4:41,08/07/2016 4:50
3.9,07/07/2016 23:32,0.36ø S,81.10ø W,2,Off Coast of Ecuador,M,"80.47km Manta,Manabi",08/07/2016 4:32,08/07/2016 5:07
5.5,07/07/2016 23:28,0.39ø S,81.07ø W,5,Off Coast of Ecuador,M,"75.66km Bahia de Caraquez,Manabi",08/07/2016 4:28,08/07/2016 5:20
4.1,07/07/2016 22:11,0.95ø N,79.48ø W,10,Near Coast of Ecuador,M,"18.98km Esmeraldas,Esmeraldas",08/07/2016 3:11,08/07/2016 5:15
4,07/07/2016 12:08,0.37ø S,81.04ø W,10,Off Coast of Ecuador,M,"73.90km Bahia de Caraquez,Manabi",07/07/2016 17:08,07/07/2016 17:12
4.3,07/07/2016 5:48,0.96ø N,79.46ø W,10,Near Coast of Ecuador,M,"21.85km Esmeraldas,Esmeraldas",07/07/2016 10:48,07/07/2016 10:54
3.9,06/07/2016 22:44,0.96ø N,79.44ø W,10,Near Coast of Ecuador,M,"23.23km Esmeraldas,Esmeraldas",07/07/2016 3:44,07/07/2016 3:54
3.6,06/07/2016 21:50,1.59ø S,80.90ø W,22,Near Coast of Ecuador,M,"11.85km Puerto Lopez,Manabi",07/07/2016 2:50,07/07/2016 2:56
3.5,06/07/2016 19:26,0.92ø N,79.36ø W,10,Near Coast of Ecuador,M,"32.64km Esmeraldas,Esmeraldas",07/07/2016 0:26,07/07/2016 0:36
3.1,06/07/2016 7:53,0.95ø N,79.46ø W,5,Near Coast of Ecuador,M,"21.14km Esmeraldas,Esmeraldas",06/07/2016 12:53,07/07/2016 16:19
3.6,06/07/2016 6:06,0.94ø N,79.54ø W,4,Near Coast of Ecuador,M,"12.28km Esmeraldas,Esmeraldas",06/07/2016 11:06,07/07/2016 16:09
3.4,06/07/2016 5:29,0.96ø N,79.47ø W,2,Near Coast of Ecuador,M,"20.21km Esmeraldas,Esmeraldas",06/07/2016 10:29,07/07/2016 16:06
5.9,10/07/2016 21:01,0.60ø N,79.88ø W,8,Near Coast of Ecuador,M,"15.22km Muisne,Esmeraldas",11/07/2016 2:01,11/07/2016 2:25
3.5,10/07/2016 12:08,0.19ø N,79.99ø W,12,Near Coast of Ecuador,M,"14.86km Pedernales,Manabi",10/07/2016 17:08,10/07/2016 17:17
4.7,10/07/2016 1:44,0.18ø S,81.06ø W,10,Off Coast of Ecuador,M,"85.32km Bahia de Caraquez,Manabi",10/07/2016 6:44,10/07/2016 6:56
3.6,09/07/2016 2:04,0.27ø S,81.06ø W,10,Off Coast of Ecuador,M,"80.84km Bahia de Caraquez,Manabi",09/07/2016 7:04,09/07/2016 7:14
3.9,08/07/2016 12:19,2.34ø S,77.55ø W,156,Ecuador - Morona Santiago,M,"63.26km Macas,Morona Stgo",08/07/2016 17:19,08/07/2016 17:28
3.9,08/07/2016 9:28,1.50ø S,81.10ø W,10,Off Coast of Ecuador,M,"33.58km Puerto Lopez,Manabi",08/07/2016 14:28,08/07/2016 14:48
4.3,08/07/2016 2:35,0.37ø S,81.08ø W,10,Off Coast of Ecuador,M,"78.15km Bahia de Caraquez,Manabi",08/07/2016 7:35,08/07/2016 7:48
4.6,08/07/2016 2:03,0.37ø S,81.09ø W,9,Off Coast of Ecuador,M,"78.85km Bahia de Caraquez,Manabi",08/07/2016 7:03,08/07/2016 7:17
4.4,07/07/2016 23:41,0.35ø S,81.32ø W,14,Off Coast of Ecuador,M,"96.38km Manta,Manabi",08/07/2016 4:41,08/07/2016 4:50
3.9,07/07/2016 23:32,0.36ø S,81.10ø W,2,Off Coast of Ecuador,M,"80.47km Manta,Manabi",08/07/2016 4:32,08/07/2016 5:07
5.5,07/07/2016 23:28,0.39ø S,81.07ø W,5,Off Coast of Ecuador,M,"75.66km Bahia de Caraquez,Manabi",08/07/2016 4:28,08/07/2016 5:20
4.1,07/07/2016 22:11,0.95ø N,79.48ø W,10,Near Coast of Ecuador,M,"18.98km Esmeraldas,Esmeraldas",08/07/2016 3:11,08/07/2016 5:15
4,07/07/2016 12:08,0.37ø S,81.04ø W,10,Off Coast of Ecuador,M,"73.90km Bahia de Caraquez,Manabi",07/07/2016 17:08,07/07/2016 17:12
4.3,07/07/2016 5:48,0.96ø N,79.46ø W,10,Near Coast of Ecuador,M,"21.85km Esmeraldas,Esmeraldas",07/07/2016 10:48,07/07/2016 10:54
3.9,06/07/2016 22:44,0.96ø N,79.44ø W,10,Near Coast of Ecuador,M,"23.23km Esmeraldas,Esmeraldas",07/07/2016 3:44,07/07/2016 3:54
3.6,06/07/2016 21:50,1.59ø S,80.90ø W,22,Near Coast of Ecuador,M,"11.85km Puerto Lopez,Manabi",07/07/2016 2:50,07/07/2016 2:56
3.5,06/07/2016 19:26,0.92ø N,79.36ø W,10,Near Coast of Ecuador,M,"32.64km Esmeraldas,Esmeraldas",07/07/2016 0:26,07/07/2016 0:36
3.1,06/07/2016 7:53,0.95ø N,79.46ø W,5,Near Coast of Ecuador,M,"21.14km Esmeraldas,Esmeraldas",06/07/2016 12:53,07/07/2016 16:19
3.6,06/07/2016 6:06,0.94ø N,79.54ø W,4,Near Coast of Ecuador,M,"12.28km Esmeraldas,Esmeraldas",06/07/2016 11:06,07/07/2016 16:09
3.4,06/07/2016 5:29,0.96ø N,79.47ø W,2,Near Coast of Ecuador,M,"20.21km Esmeraldas,Esmeraldas",06/07/2016 10:29,07/07/2016 16:06
4.8,26/06/2016 23:15,3.33ø S,80.03ø W,26,Ecuador - El Oro,M,"11.53km Machala,El Oro",27/06/2016 4:15,27/06/2016 4:19
3.9,26/06/2016 0:28,1.74ø S,77.72ø W,195,Ecuador - Pastaza,M,"42.10km Puyo,Pastaza",26/06/2016 5:28,26/06/2016 5:33
3.8,25/06/2016 16:02,0.96ø N,79.56ø W,1,Near Coast of Ecuador,M,"10.32km Esmeraldas,Esmeraldas",25/06/2016 21:02,27/06/2016 15:27
3.8,25/06/2016 15:15,0.93ø N,79.56ø W,3,Near Coast of Ecuador,M,"10.70km Esmeraldas,Esmeraldas",25/06/2016 20:15,25/06/2016 20:21
3.5,24/06/2016 23:55,0.91ø N,79.58ø W,8,Near Coast of Ecuador,M,"10.44km Esmeraldas,Esmeraldas",25/06/2016 4:55,25/06/2016 5:01
3.7,24/06/2016 14:44,0.50ø S,80.40ø W,10,Ecuador - Manabi,M,"11.25km San Vicente,Manabi",24/06/2016 19:44,24/06/2016 19:51
3.2,24/06/2016 13:13,0.23ø S,80.65ø W,5,Near Coast of Ecuador,M,"42.80km Jama,Manabi",24/06/2016 18:13,24/06/2016 19:16
3.2,24/06/2016 13:03,0.16ø S,80.69ø W,2,Near Coast of Ecuador,M,"48.15km Jama,Manabi",24/06/2016 18:03,24/06/2016 19:14
3.9,24/06/2016 10:44,0.93ø N,79.55ø W,1,Near Coast of Ecuador,M,"11.93km Esmeraldas,Esmeraldas",24/06/2016 15:44,24/06/2016 15:59
3.6,24/06/2016 9:49,0.16ø S,80.67ø W,9,Near Coast of Ecuador,M,"45.67km Jama,Manabi",24/06/2016 14:49,24/06/2016 14:56
4.1,24/06/2016 4:38,0.99ø N,79.68ø W,10,Near Coast of Ecuador,M,"4.14km Esmeraldas,Esmeraldas",24/06/2016 9:38,24/06/2016 10:02
3.9,22/06/2016 12:17,0.27ø N,80.77ø W,18,Near Coast of Ecuador,M,"77.33km Jama,Manabi",22/06/2016 17:17,22/06/2016 17:25
4.2,22/06/2016 10:40,0.33ø N,80.77ø W,10,Near Coast of Ecuador,M,"81.77km Jama,Manabi",22/06/2016 15:40,22/06/2016 15:49
3.5,22/06/2016 10:17,0.37ø N,80.84ø W,10,Near Coast of Ecuador,M,"90.47km Jama,Manabi",22/06/2016 15:17,22/06/2016 15:24
4,21/06/2016 9:50,3.94ø S,79.76ø W,11,Ecuador - Loja,M,"17.52km Catacocha,Loja",21/06/2016 14:50,21/06/2016 15:10
3.5,20/06/2016 23:40,0.14ø S,80.45ø W,3,Near Coast of Ecuador,M,"22.06km Jama,Manabi",21/06/2016 4:40,21/06/2016 5:06
4.4,20/06/2016 18:24,1.00ø S,80.57ø W,4,Near Coast of Ecuador,M,"9.04km Jaramijo,Manabi",20/06/2016 23:24,20/06/2016 23:33
4.5,20/06/2016 6:59,0.95ø S,80.54ø W,4,Near Coast of Ecuador,M,"10.42km Rocafuerte,Manabi",20/06/2016 11:59,20/06/2016 12:16
3.8,19/06/2016 22:56,3.31ø S,80.05ø W,26,Ecuador - El Oro,M,"11.61km Machala,El Oro",20/06/2016 3:56,20/06/2016 4:04
3.5,19/06/2016 22:13,0.32ø N,80.63ø W,10,Near Coast of Ecuador,A,"69.89km Pedernales,Manabi",20/06/2016 3:13,20/06/2016 3:17
3.5,18/06/2016 12:42,0.56ø N,80.00ø W,4,Ecuador - Esmeraldas,M,"6.14km Muisne,Esmeraldas",18/06/2016 17:42,18/06/2016 17:57
3.3,18/06/2016 1:29,0.64ø N,80.18ø W,10,Near Coast of Ecuador,M,"17.83km Muisne,Esmeraldas",18/06/2016 6:29,22/06/2016 18:19
3.3,15/06/2016 10:36,0.19ø S,80.61ø W,10,Near Coast of Ecuador,M,"38.75km Jama,Manabi",15/06/2016 15:36,15/06/2016 15:48
3.5,14/06/2016 18:46,0.58ø N,79.77ø W,18,Near Coast of Ecuador,M,"28.22km Muisne,Esmeraldas",14/06/2016 23:46,14/06/2016 23:51
3.8,13/06/2016 12:17,0.17ø S,80.48ø W,7,Near Coast of Ecuador,M,"23.88km Jama,Manabi",13/06/2016 17:17,13/06/2016 17:25
3.3,07/06/2016 18:07,0.70ø N,79.32ø W,10,Ecuador - Esmeraldas,M,"44.28km Quininde,Esmeraldas",07/06/2016 23:07,07/06/2016 23:55
3.6,07/06/2016 6:49,1.05ø S,79.35ø W,89,Ecuador - Los Rios,M,"10.77km Valencia,Los Rios",07/06/2016 11:49,07/06/2016 16:37
4.4,06/06/2016 11:45,0.63ø N,80.21ø W,10,Near Coast of Ecuador,M,"20.94km Muisne,Esmeraldas",06/06/2016 16:45,06/06/2016 16:53
3.4,06/06/2016 4:41,1.33ø S,80.89ø W,5,Near Coast of Ecuador,M,"26.46km Puerto Lopez,Manabi",06/06/2016 9:41,06/06/2016 10:06
3.2,05/06/2016 18:30,0.72ø S,80.33ø W,7,Near Coast of Ecuador,M,"15.07km San Vicente,Manabi",05/06/2016 23:30,05/06/2016 23:51
3.4,05/06/2016 12:06,0.74ø S,80.33ø W,3,Near Coast of Ecuador,M,"16.66km San Vicente,Manabi",05/06/2016 17:06,05/06/2016 23:40
3.6,05/06/2016 9:44,2.01ø S,80.84ø W,2,Near Coast of Ecuador,M,"24.98km La Libertad,Santa Elena",05/06/2016 14:44,05/06/2016 15:02
3.5,05/06/2016 2:32,0.30ø N,80.09ø W,5,Near Coast of Ecuador,M,"26.15km Pedernales,Manabi",05/06/2016 7:32,05/06/2016 7:44
3.4,04/06/2016 22:31,0.32ø N,80.65ø W,10,Near Coast of Ecuador,M,"71.70km Pedernales,Manabi",05/06/2016 3:31,05/06/2016 3:41
3.2,03/06/2016 23:02,0.95ø N,79.55ø W,5,Near Coast of Ecuador,M,"12.01km Esmeraldas,Esmeraldas",04/06/2016 4:02,04/06/2016 19:38
4.5,03/06/2016 8:45,2.50ø S,77.76ø W,10,Ecuador - Morona Santiago,M,"44.51km Macas,Morona Santiago",03/06/2016 13:45,03/06/2016 13:51
4,01/06/2016 19:18,0.24ø S,80.75ø W,10,Near Coast of Ecuador,M,"53.74km Jama,Manabi",02/06/2016 0:18,02/06/2016 0:28
4.1,01/06/2016 18:31,0.22ø S,81.04ø W,10,Off Coast of Ecuador,M,"81.00km Bahia de Caraquez,Manabi",01/06/2016 23:31,01/06/2016 23:57
4.3,01/06/2016 10:03,0.27ø N,80.56ø W,10,Near Coast of Ecuador,M,"61.31km Pedernales,Manabi",01/06/2016 15:03,07/06/2016 17:36
4.9,01/06/2016 10:00,0.28ø N,80.61ø W,11,Near Coast of Ecuador,M,"65.85km Jama,Manabi",01/06/2016 15:00,07/06/2016 17:20
5.2,01/06/2016 5:05,0.33ø N,80.58ø W,13,Near Coast of Ecuador,M,"65.04km Pedernales,Manabi",01/06/2016 10:05,07/06/2016 16:03
4,31/05/2016 21:12,0.15ø S,80.71ø W,10,Near Coast of Ecuador,M,"50.39km Jama,Manabi",01/06/2016 2:12,01/06/2016 2:17
4.2,31/05/2016 10:48,0.39ø N,80.40ø W,3,Near Coast of Ecuador,M,"48.33km Muisne,Esmeraldas",31/05/2016 15:48,31/05/2016 15:58
3.5,30/05/2016 20:18,0.53ø N,80.79ø W,10,Near Coast of Ecuador,M,"85.98km Muisne,Esmeraldas",31/05/2016 1:18,31/05/2016 1:34
3.5,30/05/2016 2:49,1.14ø S,81.33ø W,5,Off Coast of Ecuador,M,"71.91km Manta,Manabi",30/05/2016 7:49,30/05/2016 7:57
3.6,29/05/2016 4:17,0.13ø S,81.01ø W,10,Off Coast of Ecuador,M,"83.64km Jama,Manabi",29/05/2016 9:17,29/05/2016 12:12
3.4,28/05/2016 14:43,0.21ø N,80.21ø W,7,Near Coast of Ecuador,M,"23.80km Pedernales,Manabi",28/05/2016 19:43,28/05/2016 19:53
3.8,26/05/2016 23:09,2.10ø S,80.24ø W,8,Ecuador - Guayas,M,"26.06km Isidro Ayora,Guayas",27/05/2016 4:09,27/05/2016 4:17
3.6,26/05/2016 22:31,0.35ø S,79.66ø W,16,Ecuador - Manabi,M,"23.74km El Carmen,Manabi",27/05/2016 3:31,27/05/2016 3:38
4.3,25/05/2016 19:42,0.35ø N,80.78ø W,10,Near Coast of Ecuador,M,"84.22km Jama,Manabi",26/05/2016 0:42,26/05/2016 0:47
3.6,25/05/2016 16:21,0.36ø N,80.88ø W,10,Near Coast of Ecuador,M,"92.59km Jama,Manabi",25/05/2016 21:21,25/05/2016 21:40
4.5,25/05/2016 15:20,0.62ø S,81.11ø W,3,Off Coast of Ecuador,M,"59.29km Manta,Manabi",25/05/2016 20:20,25/05/2016 20:49
3.9,25/05/2016 1:14,3.27ø S,80.73ø W,10,Peru-Ecuador Border Region,M,"60.89km Huaquillas,El Oro",25/05/2016 6:14,25/05/2016 6:20
4.7,24/05/2016 16:03,0.52ø N,79.90ø W,9,Near Coast of Ecuador,M,"16.88km Muisne,Esmeraldas",24/05/2016 21:03,24/05/2016 21:08
4.9,24/05/2016 11:35,2.83ø S,79.09ø W,74,Ecuador - Azuay,M,"11.75km Cuenca,Azuay",24/05/2016 16:35,24/05/2016 17:04
3.8,23/05/2016 22:16,1.80ø S,77.39ø W,5,Ecuador - Pastaza,M,"75.78km Puyo,Pastaza",24/05/2016 3:16,24/05/2016 3:20
3.5,23/05/2016 0:52,0.92ø S,80.74ø W,3,Near Coast of Ecuador,M,"6.46km Manta,Manabi",23/05/2016 5:52,23/05/2016 15:58
3.7,22/05/2016 21:28,0.30ø N,80.32ø W,9,Near Coast of Ecuador,M,"39.02km Pedernales,Manabi",23/05/2016 2:28,23/05/2016 2:33
3.6,22/05/2016 16:12,0.96ø N,80.43ø W,4,Near Coast of Ecuador,M,"59.49km Muisne,Esmeraldas",22/05/2016 21:12,23/05/2016 13:48
3.2,22/05/2016 15:53,0.91ø N,80.46ø W,9,Near Coast of Ecuador,M,"58.77km Muisne,Esmeraldas",22/05/2016 20:53,22/05/2016 21:03
3.7,22/05/2016 9:44,2.04ø S,80.68ø W,9,Ecuador - Santa Elena,M,"23.27km Santa Elena,Santa Elena",22/05/2016 14:44,22/05/2016 14:50
3.4,21/05/2016 22:18,0.23ø S,80.77ø W,7,Near Coast of Ecuador,M,"56.85km Jama,Manabi",22/05/2016 3:18,22/05/2016 11:08
3,21/05/2016 7:26,2.18ø S,77.62ø W,3,Ecuador - Morona Santiago,M,"56.47km Macas,Morona Santiago",21/05/2016 12:26,21/05/2016 13:38
3.9,20/05/2016 20:22,2.55ø S,77.87ø W,10,Ecuador - Morona Santiago,M,"34.63km Sucua,Morona Santiago",21/05/2016 1:22,21/05/2016 1:27
3,20/05/2016 18:50,0.71ø N,80.07ø W,5,Ecuador - Esmeraldas,M,"11.80km Muisne,Esmeraldas",20/05/2016 23:50,20/05/2016 23:54
4,20/05/2016 17:49,2.86ø S,79.56ø W,11,Ecuador - Azuay,M,"16.64km Balao,Guayas",20/05/2016 22:49,20/05/2016 22:56
3.6,20/05/2016 12:12,0.48ø N,79.94ø W,10,Near Coast of Ecuador,M,"16.67km Muisne,Esmeraldas",20/05/2016 17:12,20/05/2016 17:21
3.7,20/05/2016 8:11,0.86ø S,80.62ø W,2,Near Coast of Ecuador,M,"11.42km Jaramijo,Manabi",20/05/2016 13:11,20/05/2016 13:24
3.5,20/05/2016 0:24,1.11ø S,81.37ø W,5,Off Coast of Ecuador,M,"74.83km Manta,Manabi",20/05/2016 5:24,20/05/2016 5:33
3.6,20/05/2016 0:08,0.12ø S,80.80ø W,4,Near Coast of Ecuador,M,"60.25km Jama,Manabi",20/05/2016 5:08,20/05/2016 5:22
3.4,19/05/2016 18:53,0.21ø S,80.69ø W,1,Near Coast of Ecuador,M,"47.68km Jama,Manabi",19/05/2016 23:53,19/05/2016 23:57
3,19/05/2016 11:21,1.27ø S,78.46ø W,3,Ecuador - Tungurahua,M,"10.38km Pelileo,Tungurahua",19/05/2016 16:21,19/05/2016 19:58
3.7,19/05/2016 8:54,0.29ø N,80.00ø W,7,Ecuador - Manabi,M,"24.79km Pedernales,Manabi",19/05/2016 13:54,19/05/2016 13:58
3.7,19/05/2016 6:48,0.63ø N,80.18ø W,10,Near Coast of Ecuador,A,"17.84km Muisne,Esmeraldas",19/05/2016 11:48,19/05/2016 11:51
3.5,19/05/2016 6:48,0.68ø N,80.16ø W,6,Near Coast of Ecuador,M,"17.26km Muisne,Esmeraldas",19/05/2016 11:48,19/05/2016 17:58
3.9,19/05/2016 5:49,0.63ø N,80.50ø W,3,Near Coast of Ecuador,M,"53.35km Muisne,Esmeraldas",19/05/2016 10:49,19/05/2016 10:53
3.6,19/05/2016 4:43,0.61ø N,80.11ø W,7,Near Coast of Ecuador,M,"9.94km Muisne,Esmeraldas",19/05/2016 9:43,19/05/2016 9:49
